Name,Type,Level,Rarity,Damage,Health,Energy,Sanity,Timestamp
Red Archfey,Fey,2,Rank 1,2d4+4,9.49,6.32,7.98,2024-08-03 11:09:02
Prismatic Wyrmling,Dragon,9,Rank 0,9d2,17.43,17.83,17.17,2024-08-03 11:09:02
Spore Mephit,Elemental,5,Rank 3,5d8+2,38.3,37.79,40.47,2024-08-03 11:09:02
Smoke Archfey,Fey,5,Rank 3,5d8+2,38.17,37.68,37.62,2024-08-03 11:09:02
Demilich,Undead,3,Rank 2,3d6+2,16.79,17.46,16.12,2024-08-03 11:09:02
Kobold Archer,Devilkin,13,Rank 0,13d2+4,25.29,25.17,26.52,2024-08-03 11:09:02
Nightmare,Demonic,2,Rank 3,2d8+2,18.0,19.77,19.81,2024-08-03 11:09:02
Ghast,Undead,4,Rank 0,4d2+1,7.97,7.61,7.48,2024-08-03 11:09:02
Prince of Fear,Devilkin,1,Rank 5,1d12,11.92,11.33,11.92,2024-08-03 11:09:02
Quasit,Demonic,6,Rank 3,6d8+2,50.52,50.21,49.87,2024-08-03 11:09:02
Ghast,Undead,5,Rank 3,5d8,37.78,40.36,42.8,2024-08-03 11:09:02
Flame Elemental,Elemental,1,Rank 0,1d2,2.86,1.84,2.36,2024-08-03 11:09:02
Death Knight,Undead,4,Rank 3,4d8+2,29.23,31.53,29.82,2024-08-03 11:09:02
Goblin Mage,Devilkin,6,Rank 1,6d4+1,24.21,24.17,24.04,2024-08-03 11:09:02
Night Hag,Demonic,4,Rank 3,4d8+2,35.28,34.51,29.37,2024-08-03 11:09:02
Lich,Undead,19,Rank 0,19d2+3,38.44,38.13,37.01,2024-08-03 11:09:02
Brass Dragon,Dragon,14,Rank 2,14d6+4,85.39,82.9,85.93,2024-08-03 11:09:02
Djinni,Elemental,3,Rank 2,3d6+2,17.37,17.52,18.94,2024-08-03 11:09:02
Ghast,Undead,5,Rank 1,5d4,20.25,19.47,19.45,2024-08-03 11:09:02
Mud Mephit,Elemental,4,Rank 0,4d2,8.82,8.68,7.72,2024-08-03 11:09:02
Magma Spirit,Fey,10,Rank 3,10d8+1,82.27,81.2,76.75,2024-08-03 11:09:02
Prince of Fear,Devilkin,3,Rank 0,3d2,6.52,6.06,5.65,2024-08-03 11:09:02
Balor,Demonic,3,Rank 4,3d10+2,26.38,26.7,25.32,2024-08-03 11:09:02
Ghostly Villager,Undead,2,Rank 2,2d6+3,13.71,12.9,14.17,2024-08-03 11:09:02
Goblin Knight,Devilkin,12,Rank 1,12d4+1,48.4,47.92,49.16,2024-08-03 11:09:02
Night Hag,Demonic,10,Rank 2,10d6,58.24,61.3,59.9,2024-08-03 11:09:02
Ghoul,Undead,14,Rank 3,14d8,111.28,113.55,113.03,2024-08-03 11:09:02
Succubus,Devilkin,3,Rank 0,3d2+3,6.21,6.52,6.76,2024-08-03 11:09:02
Lightning Mephit,Elemental,10,Rank 1,10d4+4,41.66,40.74,39.45,2024-08-03 11:09:02
Silver Faerie,Fey,5,Rank 0,5d2+1,9.26,10.36,9.46,2024-08-03 11:09:02
Faerie Dragon,Dragon,5,Rank 0,5d2+2,10.98,10.22,10.02,2024-08-03 11:09:02
Efreeti,Elemental,4,Rank 1,4d4+1,16.0,14.93,14.72,2024-08-03 11:09:02
Smoke Spirit,Fey,2,Rank 3,2d8+5,13.84,16.16,12.24,2024-08-03 11:09:02
Bronze Dragon,Dragon,3,Rank 0,3d2+1,5.83,5.18,5.9,2024-08-03 11:09:02
Efreeti,Elemental,3,Rank 4,3d10+4,27.81,30.37,34.57,2024-08-03 11:09:02
Prismatic Faerie,Fey,6,Rank 0,6d2+2,12.74,12.41,12.44,2024-08-03 11:09:02
Goblin Guard,Devilkin,19,Rank 5,19d12+1,227.71,226.99,222.83,2024-08-03 11:09:02
Night Hag,Demonic,2,Rank 5,2d12+2,23.83,27.07,21.46,2024-08-03 11:09:02
Revenant,Undead,2,Rank 0,2d2+1,4.2,3.93,3.07,2024-08-03 11:09:02
Succubus,Devilkin,14,Rank 1,14d4+5,56.65,56.63,54.3,2024-08-03 11:09:02
Ice Elemental,Elemental,3,Rank 4,3d10+1,33.09,31.66,33.48,2024-08-03 11:09:02
Smoke Spirit,Fey,6,Rank 4,6d10+3,60.45,60.82,60.05,2024-08-03 11:09:02
Faerie Dragon,Dragon,5,Rank 1,5d4+1,21.12,18.19,20.56,2024-08-03 11:09:02
Djinni,Elemental,8,Rank 3,8d8+3,65.71,62.79,66.22,2024-08-03 11:09:02
Green Archfey,Fey,11,Rank 1,11d4+1,42.11,43.66,43.18,2024-08-03 11:09:02
Incubus,Devilkin,11,Rank 1,11d4+1,44.42,42.29,43.83,2024-08-03 11:09:02
Red Faerie,Fey,6,Rank 2,6d6,35.59,37.81,34.43,2024-08-03 11:09:02
Blue Drake,Dragon,12,Rank 2,12d6,70.13,70.0,73.09,2024-08-03 11:09:02
Efreeti,Elemental,2,Rank 0,2d2+2,3.9,4.83,4.44,2024-08-03 11:09:02
Black Faerie,Fey,12,Rank 0,12d2+3,23.64,24.41,24.2,2024-08-03 11:09:02
Onyx Drake,Dragon,7,Rank 2,7d6+5,42.14,40.88,44.06,2024-08-03 11:09:02
Steam Elemental,Elemental,3,Rank 0,3d2+4,6.99,5.45,6.27,2024-08-03 11:09:02
Lich King,Undead,8,Rank 1,8d4+1,31.33,30.91,33.0,2024-08-03 11:09:02
Pit Lord,Devilkin,7,Rank 1,7d4+2,27.29,29.22,29.15,2024-08-03 11:09:02
Imp,Demonic,8,Rank 0,8d2+2,16.32,15.71,16.75,2024-08-03 11:09:02
Platinum Drake,Dragon,3,Rank 0,3d2+1,5.64,6.87,6.47,2024-08-03 11:09:02
Spore Devil,Devilkin,6,Rank 2,6d6,35.42,37.93,36.8,2024-08-03 11:09:02
Green Faerie,Fey,8,Rank 0,8d2,16.76,16.6,16.31,2024-08-03 11:09:02
Succubus,Devilkin,13,Rank 1,13d4+1,52.11,52.33,53.76,2024-08-03 11:09:02
Smoke Elemental,Elemental,7,Rank 1,7d4+3,27.4,27.37,29.63,2024-08-03 11:09:02
Flame Spirit,Fey,9,Rank 4,9d10+1,91.67,92.98,92.28,2024-08-03 11:09:02
Goblin Villager,Devilkin,7,Rank 2,7d6+1,42.58,40.27,40.62,2024-08-03 11:09:02
Balor,Demonic,7,Rank 0,7d2+3,14.74,13.4,14.18,2024-08-03 11:09:02
Mummy,Undead,2,Rank 0,2d2+3,3.0,4.52,4.48,2024-08-03 11:09:02
Prince of Fear,Devilkin,3,Rank 0,3d2+3,5.05,5.62,6.73,2024-08-03 11:09:02
Nightmare,Demonic,6,Rank 0,6d2+2,11.34,11.31,11.72,2024-08-03 11:09:02
Skeletal Knight,Undead,2,Rank 0,2d2+3,4.49,4.14,3.87,2024-08-03 11:09:02
Faerie Dragon,Dragon,4,Rank 3,4d8+2,28.28,30.11,28.13,2024-08-03 11:09:02
Imp,Demonic,12,Rank 3,12d8,95.96,94.83,98.58,2024-08-03 11:09:02
Gold Wyrmling,Dragon,18,Rank 3,18d8+1,147.9,146.44,145.87,2024-08-03 11:09:02
Spore Devil,Devilkin,15,Rank 0,15d2,29.85,29.66,30.37,2024-08-03 11:09:02
Djinni,Elemental,11,Rank 3,11d8+4,90.6,91.76,89.58,2024-08-03 11:09:02
Magma Spirit,Fey,18,Rank 1,18d4,71.84,70.96,71.51,2024-08-03 11:09:02
Mummy,Undead,10,Rank 1,10d4+2,40.83,41.75,39.69,2024-08-03 11:09:02
Pit Lord,Devilkin,6,Rank 0,6d2,12.64,12.27,12.78,2024-08-03 11:09:02
Efreeti,Elemental,10,Rank 0,10d2+2,19.38,19.74,19.07,2024-08-03 11:09:02
Balor,Demonic,4,Rank 0,4d2+4,7.78,7.39,8.01,2024-08-03 11:09:02
Skeletal Mage,Undead,12,Rank 3,12d8+2,96.69,95.7,96.63,2024-08-03 11:09:02
Prince of Fear,Devilkin,3,Rank 2,3d6+2,16.52,19.68,17.19,2024-08-03 11:09:02
Imp,Demonic,14,Rank 4,14d10,143.92,139.06,141.88,2024-08-03 11:09:02
Demilich,Undead,6,Rank 0,6d2+2,11.5,11.61,12.39,2024-08-03 11:09:02
Flame Elemental,Elemental,1,Rank 1,1d4,2.72,4.85,4.78,2024-08-03 11:09:02
Ruby Faerie,Fey,2,Rank 0,2d2,3.93,4.37,4.22,2024-08-03 11:09:02
Wraith,Undead,3,Rank 0,3d2+4,5.85,5.83,5.55,2024-08-03 11:09:02
Spore Devil,Devilkin,13,Rank 0,13d2+2,26.79,25.26,26.41,2024-08-03 11:09:02
Magma Elemental,Elemental,2,Rank 0,2d2+1,4.44,3.3,4.54,2024-08-03 11:09:02
Dust Spirit,Fey,9,Rank 1,9d4+2,35.03,36.16,36.48,2024-08-03 11:09:02
Faerie Dragon,Dragon,2,Rank 1,2d4,9.59,7.37,7.59,2024-08-03 11:09:02
Quasit,Demonic,17,Rank 0,17d2,33.58,33.62,33.72,2024-08-03 11:09:02
Demilich,Undead,1,Rank 3,1d8+2,9.34,9.87,5.52,2024-08-03 11:09:02
Djinni,Elemental,7,Rank 0,7d2+1,14.76,14.74,13.65,2024-08-03 11:09:02
Brass Faerie,Fey,2,Rank 1,2d4+2,8.43,7.11,8.16,2024-08-03 11:09:02
Pseudodragon,Dragon,7,Rank 0,7d2+2,13.85,14.18,14.21,2024-08-03 11:09:02
Efreeti,Elemental,10,Rank 2,10d6+1,60.92,58.11,61.19,2024-08-03 11:09:02
Imp,Demonic,7,Rank 4,7d10+4,69.78,74.52,66.83,2024-08-03 11:09:02
Revenant,Undead,10,Rank 0,10d2+3,19.34,19.64,19.88,2024-08-03 11:09:02
Succubus,Devilkin,9,Rank 1,9d4,37.33,36.67,35.35,2024-08-03 11:09:02
Efreeti,Elemental,2,Rank 0,2d2,3.32,3.47,3.24,2024-08-03 11:09:02
Mud Archfey,Fey,2,Rank 1,2d4+2,6.6,7.74,8.13,2024-08-03 11:09:02
Diamond Wyrmling,Dragon,7,Rank 4,7d10+1,70.95,70.96,68.06,2024-08-03 11:09:02
Smoke Mephit,Elemental,7,Rank 1,7d4+3,28.84,28.74,29.62,2024-08-03 11:09:02
Zombie Guard,Undead,5,Rank 2,5d6+1,28.5,29.7,32.61,2024-08-03 11:09:02
Djinni,Elemental,6,Rank 3,6d8+5,45.11,50.99,45.58,2024-08-03 11:09:02
Flame Spirit,Fey,9,Rank 4,9d10+2,87.86,88.83,88.4,2024-08-03 11:09:02
Pseudodragon,Dragon,4,Rank 0,4d2+2,7.94,8.25,8.66,2024-08-03 11:09:02
Mud Mephit,Elemental,9,Rank 3,9d8+2,69.0,71.93,74.03,2024-08-03 11:09:02
Magma Spirit,Fey,7,Rank 1,7d4+1,26.53,29.46,26.94,2024-08-03 11:09:02
Bronze Dragon,Dragon,12,Rank 1,12d4+4,48.7,49.3,48.37,2024-08-03 11:09:02
Djinni,Elemental,9,Rank 1,9d4+1,34.5,35.71,35.55,2024-08-03 11:09:02
Copper Archfey,Fey,2,Rank 3,2d8+2,18.17,15.7,13.24,2024-08-03 11:09:02
Diamond Dragon,Dragon,3,Rank 2,3d6+2,17.36,18.81,18.39,2024-08-03 11:09:02
Djinni,Elemental,6,Rank 2,6d6+1,36.73,34.93,35.01,2024-08-03 11:09:02
Ice Archfey,Fey,3,Rank 1,3d4,12.97,12.16,12.36,2024-08-03 11:09:02
Ghoul,Undead,7,Rank 0,7d2+2,13.6,14.57,13.7,2024-08-03 11:09:02
Incubus,Devilkin,4,Rank 2,4d6,23.89,25.86,22.47,2024-08-03 11:09:02
Hell Hound,Demonic,10,Rank 2,10d6+4,59.37,58.04,58.46,2024-08-03 11:09:02
Dracolich,Undead,6,Rank 0,6d2+4,11.63,12.12,12.72,2024-08-03 11:09:02
Djinni,Elemental,16,Rank 0,16d2,31.14,31.8,32.44,2024-08-03 11:09:02
Mud Spirit,Fey,6,Rank 0,6d2,11.7,12.26,12.53,2024-08-03 11:09:02
Faerie Dragon,Dragon,2,Rank 1,2d4+1,7.41,8.07,9.84,2024-08-03 11:09:02
Pit Fiend,Demonic,3,Rank 3,3d8,23.36,24.85,20.91,2024-08-03 11:09:02
Skeletal Villager,Undead,4,Rank 3,4d8+4,28.63,32.03,33.46,2024-08-03 11:09:02
Incubus,Devilkin,5,Rank 1,5d4+4,19.44,18.45,20.73,2024-08-03 11:09:02
Djinni,Elemental,2,Rank 2,2d6+1,13.57,11.93,13.17,2024-08-03 11:09:02
Wight,Undead,3,Rank 1,3d4,12.91,11.89,11.65,2024-08-03 11:09:02
Magma Devil,Devilkin,9,Rank 0,9d2,17.68,17.35,17.1,2024-08-03 11:09:02
Lightning Elemental,Elemental,12,Rank 0,12d2+4,23.22,23.18,24.47,2024-08-03 11:09:02
Gold Faerie,Fey,1,Rank 2,1d6+1,5.71,5.22,8.5,2024-08-03 11:09:02
Pseudodragon,Dragon,13,Rank 1,13d4+1,51.09,51.31,51.9,2024-08-03 11:09:02
Efreeti,Elemental,3,Rank 0,3d2+1,5.48,5.6,6.53,2024-08-03 11:09:02
Ruby Faerie,Fey,2,Rank 3,2d8+3,13.02,19.83,18.61,2024-08-03 11:09:02
White Wyrmling,Dragon,14,Rank 2,14d6+2,85.24,86.18,85.07,2024-08-03 11:09:02
Imp,Demonic,9,Rank 2,9d6+1,53.28,56.39,54.17,2024-08-03 11:09:02
Wraith,Undead,6,Rank 1,6d4,22.51,25.14,22.82,2024-08-03 11:09:02
Magma Devil,Devilkin,2,Rank 0,2d2+2,4.84,3.33,4.19,2024-08-03 11:09:02
Quasit,Demonic,4,Rank 2,4d6+2,25.62,25.9,22.78,2024-08-03 11:09:02
Gold Wyrmling,Dragon,8,Rank 0,8d2+2,16.56,15.74,16.84,2024-08-03 11:09:02
Flame Mephit,Elemental,11,Rank 1,11d4,43.64,44.62,44.13,2024-08-03 11:09:02
Ruby Faerie,Fey,4,Rank 4,4d10+1,40.18,42.07,41.05,2024-08-03 11:09:02
Mummy Lord,Undead,10,Rank 4,10d10,102.47,96.69,103.05,2024-08-03 11:09:02
Succubus,Devilkin,4,Rank 2,4d6+4,26.53,22.17,25.38,2024-08-03 11:09:02
Hook Horror,Demonic,5,Rank 2,5d6,31.82,30.1,28.89,2024-08-03 11:09:02
White Drake,Dragon,4,Rank 0,4d2+3,8.16,8.67,7.92,2024-08-03 11:09:02
Efreeti,Elemental,8,Rank 0,8d2+2,16.02,16.16,16.15,2024-08-03 11:09:02
Ghast,Undead,2,Rank 2,2d6+3,13.9,10.25,13.86,2024-08-03 11:09:02
Djinni,Elemental,10,Rank 4,10d10+2,98.46,100.67,101.53,2024-08-03 11:09:02
Lightning Spirit,Fey,3,Rank 3,3d8+2,23.61,26.64,23.63,2024-08-03 11:09:02
Blue Drake,Dragon,2,Rank 1,2d4+1,9.15,9.83,8.03,2024-08-03 11:09:02
Quasit,Demonic,16,Rank 3,16d8+1,126.24,131.54,125.94,2024-08-03 11:09:02
Poltergeist,Undead,3,Rank 1,3d4,11.47,11.14,10.5,2024-08-03 11:09:02
Mud Elemental,Elemental,7,Rank 0,7d2+1,13.21,13.79,14.26,2024-08-03 11:09:02
Ruby Archfey,Fey,6,Rank 1,6d4+1,23.43,22.28,23.7,2024-08-03 11:09:02
Faerie Dragon,Dragon,6,Rank 0,6d2+1,12.08,11.04,12.61,2024-08-03 11:09:02
Djinni,Elemental,12,Rank 5,12d12+1,139.28,144.94,142.12,2024-08-03 11:09:02
Smoke Spirit,Fey,8,Rank 0,8d2+1,15.35,15.33,16.37,2024-08-03 11:09:02
Prince of Fear,Devilkin,6,Rank 1,6d4+2,24.9,22.9,22.83,2024-08-03 11:09:02
Nightmare,Demonic,4,Rank 3,4d8+1,31.99,31.23,33.84,2024-08-03 11:09:02
Demilich,Undead,7,Rank 0,7d2,13.13,13.59,13.5,2024-08-03 11:09:02
Diamond Drake,Dragon,11,Rank 0,11d2+2,21.61,21.37,21.97,2024-08-03 11:09:02
Dust Devil,Devilkin,4,Rank 0,4d2+5,7.84,7.54,8.27,2024-08-03 11:09:02
Hook Horror,Demonic,10,Rank 0,10d2+1,20.65,20.66,19.19,2024-08-03 11:09:02
Ghoul,Undead,9,Rank 3,9d8+2,70.06,72.2,75.17,2024-08-03 11:09:02
Kobold Knight,Devilkin,2,Rank 0,2d2+2,4.14,3.78,3.06,2024-08-03 11:09:02
Onyx Demon,Demonic,5,Rank 2,5d6+1,30.74,28.61,28.23,2024-08-03 11:09:02
Lich King,Undead,11,Rank 1,11d4+3,44.36,44.05,42.36,2024-08-03 11:09:02
Succubus,Devilkin,6,Rank 4,6d10+1,60.13,58.21,62.02,2024-08-03 11:09:02
Pit Fiend,Demonic,16,Rank 2,16d6+2,98.83,96.4,97.85,2024-08-03 11:09:02
Death Knight,Undead,10,Rank 2,10d6+3,57.83,61.55,60.29,2024-08-03 11:09:02
Lightning Devil,Devilkin,3,Rank 4,3d10+3,25.82,25.38,34.86,2024-08-03 11:09:02
Smoke Elemental,Elemental,2,Rank 0,2d2+2,3.57,3.01,4.51,2024-08-03 11:09:02
Quasit,Demonic,6,Rank 1,6d4+2,22.67,24.7,24.77,2024-08-03 11:09:02
Ghoul,Undead,12,Rank 1,12d4+3,49.37,48.53,48.8,2024-08-03 11:09:02
Flame Elemental,Elemental,5,Rank 4,5d10+1,50.52,52.36,50.39,2024-08-03 11:09:02
Shadow Archfey,Fey,16,Rank 2,16d6,95.78,95.19,97.7,2024-08-03 11:09:02
Prince of Fear,Devilkin,4,Rank 3,4d8+4,29.49,32.29,32.38,2024-08-03 11:09:02
Quasit,Demonic,1,Rank 3,1d8+2,9.83,10.63,10.98,2024-08-03 11:09:02
Magma Spirit,Fey,4,Rank 2,4d6,23.64,22.33,26.2,2024-08-03 11:09:02
Wyvern,Dragon,12,Rank 1,12d4,48.13,47.7,48.9,2024-08-03 11:09:02
Dust Elemental,Elemental,3,Rank 2,3d6+2,18.29,15.72,17.98,2024-08-03 11:09:02
Ruby Archfey,Fey,14,Rank 1,14d4+1,54.56,56.69,56.4,2024-08-03 11:09:02
Ghoul,Undead,3,Rank 3,3d8+3,24.42,27.54,26.02,2024-08-03 11:09:02
Lightning Mephit,Elemental,2,Rank 0,2d2,3.19,3.95,4.28,2024-08-03 11:09:02
Smoke Archfey,Fey,2,Rank 1,2d4+1,6.72,8.2,6.78,2024-08-03 11:09:02
Succubus,Devilkin,8,Rank 0,8d2+2,16.12,16.17,15.89,2024-08-03 11:09:02
Diamond Faerie,Fey,3,Rank 4,3d10+2,26.78,30.06,30.2,2024-08-03 11:09:02
Pseudodragon,Dragon,3,Rank 1,3d4+4,12.04,11.26,11.07,2024-08-03 11:09:02
Djinni,Elemental,10,Rank 0,10d2+3,19.37,19.12,20.4,2024-08-03 11:09:02
Flame Spirit,Fey,5,Rank 0,5d2+1,10.11,9.47,9.21,2024-08-03 11:09:02
Red Dragon,Dragon,9,Rank 2,9d6+1,55.76,53.8,51.16,2024-08-03 11:09:02
Goblin Mage,Devilkin,2,Rank 0,2d2+2,3.28,3.62,3.58,2024-08-03 11:09:02
Spore Spirit,Fey,14,Rank 5,14d12,165.94,169.69,172.44,2024-08-03 11:09:02
Prismatic Dragon,Dragon,10,Rank 0,10d2+1,20.85,19.83,20.17,2024-08-03 11:09:02
Djinni,Elemental,3,Rank 2,3d6+3,17.12,19.04,15.73,2024-08-03 11:09:02
Hook Horror,Demonic,6,Rank 2,6d6+2,37.67,36.68,34.83,2024-08-03 11:09:02
Lich,Undead,4,Rank 2,4d6+1,23.24,21.38,24.05,2024-08-03 11:09:02
Prince of Fear,Devilkin,6,Rank 1,6d4,23.97,23.07,24.16,2024-08-03 11:09:02
Balor,Demonic,2,Rank 0,2d2+3,3.37,4.91,4.04,2024-08-03 11:09:02
White Archfey,Fey,1,Rank 0,1d2,2.98,3.0,2.48,2024-08-03 11:09:02
Pseudodragon,Dragon,4,Rank 1,4d4+3,15.13,15.28,17.99,2024-08-03 11:09:02
Djinni,Elemental,3,Rank 0,3d2+1,5.74,6.18,5.83,2024-08-03 11:09:02
Onyx Faerie,Fey,6,Rank 0,6d2+2,12.23,11.2,12.87,2024-08-03 11:09:02
Revenant,Undead,15,Rank 2,15d6+1,89.61,87.13,91.97,2024-08-03 11:09:02
Faerie Dragon,Dragon,6,Rank 1,6d4+1,24.33,25.54,22.95,2024-08-03 11:09:02
Efreeti,Elemental,7,Rank 0,7d2+1,13.55,14.66,13.75,2024-08-03 11:09:02
Magma Spirit,Fey,10,Rank 0,10d2+3,20.13,19.85,20.57,2024-08-03 11:09:02
Red Wyrmling,Dragon,3,Rank 1,3d4,13.14,12.3,12.69,2024-08-03 11:09:02
Kobold Villager,Devilkin,7,Rank 2,7d6+2,40.23,39.33,40.86,2024-08-03 11:09:02
Hook Horror,Demonic,11,Rank 0,11d2+3,22.64,21.63,22.02,2024-08-03 11:09:02
Wyvern,Dragon,6,Rank 0,6d2+2,12.26,12.95,12.14,2024-08-03 11:09:02
Night Hag,Demonic,2,Rank 3,2d8+4,12.88,12.96,19.19,2024-08-03 11:09:02
Ice Spirit,Fey,19,Rank 5,19d12+2,230.93,223.3,228.9,2024-08-03 11:09:02
Blue Wyrmling,Dragon,8,Rank 1,8d4,33.88,31.63,32.85,2024-08-03 11:09:02
Mud Mephit,Elemental,15,Rank 2,15d6+1,88.6,88.25,88.49,2024-08-03 11:09:02
Emerald Faerie,Fey,18,Rank 1,18d4+2,71.33,72.15,70.11,2024-08-03 11:09:02
Diamond Drake,Dragon,3,Rank 3,3d8+5,22.54,26.53,21.85,2024-08-03 11:09:02
Night Hag,Demonic,6,Rank 1,6d4,23.91,23.72,23.26,2024-08-03 11:09:02
Lich King,Undead,13,Rank 1,13d4+2,51.3,52.3,51.83,2024-08-03 11:09:02
Kobold Archer,Devilkin,6,Rank 0,6d2,11.67,12.46,11.91,2024-08-03 11:09:02
Steam Mephit,Elemental,7,Rank 0,7d2,13.74,14.71,14.75,2024-08-03 11:09:02
Bronze Faerie,Fey,1,Rank 2,1d6,6.82,8.95,3.86,2024-08-03 11:09:02
Death Knight,Undead,5,Rank 0,5d2+2,10.9,10.71,9.03,2024-08-03 11:09:02
Prince of Fear,Devilkin,2,Rank 2,2d6+3,12.61,13.9,11.35,2024-08-03 11:09:02
Ice Spirit,Fey,11,Rank 0,11d2,21.5,22.86,21.11,2024-08-03 11:09:02
Prince of Fear,Devilkin,9,Rank 0,9d2+1,18.47,18.68,17.94,2024-08-03 11:09:02
Nightmare,Demonic,10,Rank 0,10d2+2,20.65,19.64,20.97,2024-08-03 11:09:02
Vampire,Undead,14,Rank 1,14d4+2,55.11,54.84,54.33,2024-08-03 11:09:02
Goblin Mage,Devilkin,5,Rank 2,5d6+1,28.1,28.78,28.56,2024-08-03 11:09:02
Hook Horror,Demonic,13,Rank 0,13d2+5,26.64,25.48,26.65,2024-08-03 11:09:02
Copper Wyrmling,Dragon,1,Rank 1,1d4+2,4.7,5.8,4.75,2024-08-03 11:09:02
Hell Hound,Demonic,15,Rank 0,15d2,29.12,30.44,30.51,2024-08-03 11:09:02
Silver Dragon,Dragon,9,Rank 1,9d4+3,34.56,35.79,34.97,2024-08-03 11:09:02
Mud Elemental,Elemental,3,Rank 2,3d6,20.4,17.1,19.5,2024-08-03 11:09:02
Nightmare,Demonic,3,Rank 3,3d8,24.41,22.91,20.48,2024-08-03 11:09:02
Ghast,Undead,4,Rank 0,4d2+3,8.19,7.06,7.41,2024-08-03 11:09:02
Faerie Dragon,Dragon,6,Rank 4,6d10+1,60.96,63.07,60.65,2024-08-03 11:09:02
Magma Elemental,Elemental,12,Rank 1,12d4+1,48.42,48.79,49.95,2024-08-03 11:09:02
Ice Spirit,Fey,3,Rank 1,3d4+1,11.74,11.52,12.02,2024-08-03 11:09:02
Gold Wyrmling,Dragon,8,Rank 4,8d10+3,81.3,81.6,76.4,2024-08-03 11:09:02
Mud Elemental,Elemental,8,Rank 1,8d4+1,33.32,30.96,31.14,2024-08-03 11:09:02
Platinum Faerie,Fey,1,Rank 0,1d2,2.81,2.91,2.86,2024-08-03 11:09:02
Lich King,Undead,17,Rank 3,17d8,134.0,133.66,136.86,2024-08-03 11:09:02
Goblin Villager,Devilkin,9,Rank 3,9d8+1,70.62,73.81,74.67,2024-08-03 11:09:02
Efreeti,Elemental,8,Rank 1,8d4+1,30.3,32.3,33.43,2024-08-03 11:09:02
Magma Spirit,Fey,6,Rank 2,6d6+3,36.02,36.91,35.07,2024-08-03 11:09:02
Pseudodragon,Dragon,12,Rank 0,12d2+2,24.27,23.57,23.91,2024-08-03 11:09:02
Flame Elemental,Elemental,3,Rank 1,3d4+5,11.15,11.77,11.85,2024-08-03 11:09:02
Night Hag,Demonic,3,Rank 3,3d8,25.02,27.29,26.71,2024-08-03 11:09:02
Zombie Knight,Undead,5,Rank 0,5d2,9.78,9.47,10.73,2024-08-03 11:09:02
Succubus,Devilkin,3,Rank 3,3d8+2,25.6,24.0,21.71,2024-08-03 11:09:02
Spore Archfey,Fey,6,Rank 0,6d2,12.21,11.45,12.28,2024-08-03 11:09:02
Kobold Guard,Devilkin,12,Rank 0,12d2+2,24.88,24.33,23.1,2024-08-03 11:09:02
Quasit,Demonic,9,Rank 3,9d8+3,71.0,72.76,72.3,2024-08-03 11:09:02
Brass Drake,Dragon,11,Rank 0,11d2,21.31,22.62,22.81,2024-08-03 11:09:02
Efreeti,Elemental,15,Rank 0,15d2+3,30.83,29.94,29.12,2024-08-03 11:09:02
Skeletal Archer,Undead,10,Rank 2,10d6,57.96,60.37,60.76,2024-08-03 11:09:02
Pit Lord,Devilkin,8,Rank 2,8d6+1,47.41,49.74,48.66,2024-08-03 11:09:02
Onyx Faerie,Fey,12,Rank 3,12d8+1,96.39,97.94,96.05,2024-08-03 11:09:02
Blue Wyrmling,Dragon,2,Rank 0,2d2,3.07,3.24,4.35,2024-08-03 11:09:02
Shadow Elemental,Elemental,12,Rank 0,12d2+3,24.49,24.64,23.2,2024-08-03 11:09:02
Black Archfey,Fey,14,Rank 1,14d4+2,55.95,55.4,55.29,2024-08-03 11:09:02
Goblin Knight,Devilkin,18,Rank 3,18d8,145.81,143.69,144.81,2024-08-03 11:09:02
Onyx Faerie,Fey,3,Rank 1,3d4+2,12.17,11.75,11.27,2024-08-03 11:09:02
Goblin Guard,Devilkin,11,Rank 3,11d8,85.59,85.53,85.83,2024-08-03 11:09:02
Balor,Demonic,4,Rank 4,4d10,41.32,41.48,35.78,2024-08-03 11:09:02
Emerald Faerie,Fey,10,Rank 3,10d8,82.12,79.86,79.5,2024-08-03 11:09:02
Succubus,Devilkin,4,Rank 0,4d2+3,8.73,7.35,7.51,2024-08-03 11:09:02
Efreeti,Elemental,1,Rank 1,1d4,3.22,4.15,3.9,2024-08-03 11:09:02
Flame Spirit,Fey,6,Rank 2,6d6+4,36.03,36.68,35.19,2024-08-03 11:09:02
Zombie Archer,Undead,6,Rank 3,6d8+4,48.8,50.77,47.98,2024-08-03 11:09:02
Kobold Mage,Devilkin,2,Rank 0,2d2,4.32,4.09,4.73,2024-08-03 11:09:02
Quasit,Demonic,10,Rank 2,10d6+2,59.68,58.66,60.91,2024-08-03 11:09:02
Banshee,Undead,3,Rank 3,3d8+2,22.28,23.0,23.92,2024-08-03 11:09:02
Succubus,Devilkin,3,Rank 0,3d2+1,6.25,6.9,6.65,2024-08-03 11:09:02
Balor,Demonic,1,Rank 1,1d4+2,2.45,2.39,4.52,2024-08-03 11:09:02
Shadow Archfey,Fey,6,Rank 4,6d10+2,57.21,58.84,63.03,2024-08-03 11:09:02
Diamond Drake,Dragon,8,Rank 3,8d8+2,61.53,62.86,67.13,2024-08-03 11:09:02
Flame Mephit,Elemental,7,Rank 1,7d4+5,27.66,29.86,26.27,2024-08-03 11:09:02
